name,x,y,z,time,workshop
Group 6,33.96,14.34,-0.71,2025-08-01 13:33:44.205154,Workshop2
Group 6,34.01,14.46,-1.35,2025-08-01 13:33:45.205224,Workshop2
Group 6,33.98,15.22,-2.3,2025-08-01 13:33:46.205399,Workshop2
Group 6,34.01,14.99,-1.17,2025-08-01 13:33:48.205091,Workshop2
Group 6,34.35,14.58,-1.82,2025-08-01 13:33:49.205617,Workshop2
Group 6,34.27,14.48,-1.95,2025-08-01 13:33:50.204913,Workshop2
Group 6,34.21,14.4,-2.05,2025-08-01 13:33:51.205332,Workshop2
Group 6,34.21,14.34,-2.14,2025-08-01 13:33:52.205008,Workshop2
Group 6,34.2,14.33,-2.26,2025-08-01 13:33:53.205152,Workshop2
Group 6,34.18,14.29,-2.28,2025-08-01 13:33:54.205418,Workshop2
Group 6,34.13,14.27,-2.26,2025-08-01 13:33:55.20528,Workshop2
Group 6,34.14,14.32,-2.53,2025-08-01 13:33:56.20551,Workshop2
Group 6,34.48,14.11,-2.89,2025-08-01 13:33:57.205228,Workshop2
Group 6,34.38,14.15,-2.81,2025-08-01 13:33:58.204816,Workshop2
Group 6,34.27,14.18,-2.68,2025-08-01 13:33:59.205083,Workshop2
Group 6,34.22,14.18,-2.6,2025-08-01 13:34:00.205123,Workshop2
Group 6,34.15,14.19,-2.56,2025-08-01 13:34:01.204776,Workshop2
Group 6,34.09,14.3,-2.7,2025-08-01 13:34:02.205356,Workshop2
Group 6,34.07,14.34,-2.81,2025-08-01 13:34:03.205941,Workshop2
Group 6,34.04,14.32,-2.7,2025-08-01 13:34:04.20566,Workshop2
Group 6,34.05,14.37,-2.76,2025-08-01 13:34:05.20528,Workshop2
Group 6,34.08,14.4,-2.83,2025-08-01 13:34:06.205055,Workshop2
Group 6,34.06,14.42,-2.81,2025-08-01 13:34:07.205196,Workshop2
Group 6,34.05,14.39,-2.66,2025-08-01 13:34:08.20519,Workshop2
Group 6,34.01,14.46,-2.74,2025-08-01 13:34:09.205094,Workshop2
Group 6,34.03,14.39,-2.64,2025-08-01 13:34:10.204956,Workshop2
Group 6,34.02,14.38,-2.67,2025-08-01 13:34:11.205245,Workshop2
Group 6,34.02,14.33,-2.55,2025-08-01 13:34:12.205646,Workshop2
Group 6,34.02,14.44,-2.76,2025-08-01 13:34:13.206432,Workshop2
Group 6,34.02,14.36,-2.63,2025-08-01 13:34:14.205658,Workshop2
Group 6,34.02,14.39,-2.71,2025-08-01 13:34:15.20517,Workshop2
Group 6,34.0,14.44,-2.83,2025-08-01 13:34:16.205707,Workshop2
Group 6,34.01,14.37,-2.71,2025-08-01 13:34:17.205153,Workshop2
Group 6,33.92,14.34,-2.77,2025-08-01 13:34:18.211752,Workshop2
Group 6,33.99,14.29,-2.74,2025-08-01 13:34:19.205984,Workshop2
Group 6,33.85,14.31,-2.81,2025-08-01 13:34:20.206518,Workshop2
Group 6,33.85,14.45,-2.93,2025-08-01 13:34:21.205573,Workshop2
Group 6,33.9,14.39,-2.73,2025-08-01 13:34:22.204895,Workshop2
Group 6,33.89,14.42,-2.79,2025-08-01 13:34:23.205032,Workshop2
Group 6,33.84,14.42,-2.81,2025-08-01 13:34:24.204948,Workshop2
Group 6,33.85,14.42,-2.79,2025-08-01 13:34:25.206372,Workshop2
Group 6,33.81,14.39,-2.76,2025-08-01 13:34:26.208051,Workshop2
Group 6,33.82,14.4,-2.76,2025-08-01 13:34:27.205588,Workshop2
Group 6,33.83,14.42,-2.81,2025-08-01 13:34:28.205675,Workshop2
Group 6,33.83,14.42,-2.79,2025-08-01 13:34:29.205395,Workshop2
Group 6,33.82,14.43,-2.8,2025-08-01 13:34:30.205151,Workshop2
Group 6,33.81,14.45,-2.81,2025-08-01 13:34:31.205219,Workshop2
Group 6,33.81,14.44,-2.8,2025-08-01 13:34:32.205071,Workshop2
Group 6,33.82,14.43,-2.79,2025-08-01 13:34:33.205439,Workshop2
Group 6,33.81,14.42,-2.8,2025-08-01 13:34:34.205132,Workshop2
Group 6,33.83,14.42,-2.79,2025-08-01 13:34:35.205026,Workshop2
Group 6,33.83,14.41,-2.8,2025-08-01 13:34:36.205637,Workshop2
Group 6,33.83,14.42,-2.83,2025-08-01 13:34:37.205668,Workshop2
Group 6,33.88,14.37,-2.71,2025-08-01 13:34:38.205294,Workshop2
Group 6,33.9,14.39,-2.79,2025-08-01 13:34:39.204929,Workshop2
Group 6,33.85,14.32,-2.7,2025-08-01 13:34:40.205678,Workshop2
Group 6,33.83,14.28,-2.66,2025-08-01 13:34:41.20546,Workshop2
Group 6,33.89,14.23,-2.56,2025-08-01 13:34:42.205294,Workshop2
Group 6,33.89,14.3,-2.69,2025-08-01 13:34:43.205462,Workshop2
Group 6,33.94,14.24,-2.6,2025-08-01 13:34:44.205327,Workshop2
Group 6,33.96,14.22,-2.54,2025-08-01 13:34:45.205342,Workshop2
Group 6,33.93,14.2,-2.54,2025-08-01 13:34:46.208254,Workshop2
Group 6,33.87,14.2,-2.56,2025-08-01 13:34:47.211673,Workshop2
Group 6,33.84,14.17,-2.53,2025-08-01 13:34:48.205642,Workshop2
Group 6,33.8,14.15,-2.52,2025-08-01 13:34:49.205738,Workshop2
Group 6,33.78,14.16,-2.56,2025-08-01 13:34:50.20516,Workshop2
Group 6,33.79,14.15,-2.53,2025-08-01 13:34:51.205474,Workshop2
Group 6,33.74,14.13,-2.51,2025-08-01 13:34:52.205186,Workshop2
Group 6,33.8,14.13,-2.48,2025-08-01 13:34:53.206623,Workshop2
Group 6,33.82,14.44,-2.84,2025-08-01 13:34:54.205658,Workshop2
Group 6,33.87,14.45,-2.88,2025-08-01 13:34:55.205223,Workshop2
Group 6,33.81,14.44,-2.88,2025-08-01 13:34:56.205391,Workshop2
Group 6,33.76,14.41,-2.91,2025-08-01 13:34:57.205695,Workshop2
Group 6,33.76,14.4,-2.88,2025-08-01 13:34:58.205326,Workshop2
Group 6,33.74,14.4,-2.86,2025-08-01 13:34:59.206969,Workshop2
Group 6,33.75,14.4,-2.87,2025-08-01 13:35:00.209812,Workshop2
Group 6,33.77,14.5,-2.96,2025-08-01 13:35:01.205676,Workshop2
Group 6,33.86,14.48,-1.49,2025-08-01 13:35:03.206043,Workshop2
Group 6,33.91,14.47,-1.83,2025-08-01 13:35:04.207542,Workshop2
Group 6,33.94,14.5,-2.17,2025-08-01 13:35:05.205098,Workshop2
Group 6,33.95,14.47,-2.3,2025-08-01 13:35:06.204717,Workshop2
Group 6,33.92,14.52,-2.49,2025-08-01 13:35:07.205128,Workshop2
Group 6,34.02,14.58,-1.05,2025-08-01 13:35:08.204695,Workshop2
Group 6,33.95,14.87,-1.86,2025-08-01 13:35:09.204988,Workshop2
Group 6,34.06,14.84,-2.23,2025-08-01 13:35:10.20853,Workshop2
Group 6,34.03,14.78,-2.44,2025-08-01 13:35:11.205377,Workshop2
Group 6,34.14,14.8,-2.65,2025-08-01 13:35:12.205825,Workshop2
Group 6,34.01,14.7,-2.63,2025-08-01 13:35:13.204732,Workshop2
Group 6,33.89,15.11,-3.16,2025-08-01 13:35:14.2048,Workshop2
Group 6,33.99,15.0,-3.11,2025-08-01 13:35:15.204969,Workshop2
Group 6,34.07,14.93,-3.14,2025-08-01 13:35:16.205149,Workshop2
Group 6,34.12,14.9,-3.16,2025-08-01 13:35:17.204721,Workshop2
Group 6,34.08,14.78,-3.02,2025-08-01 13:35:18.206688,Workshop2
Group 6,34.11,14.76,-3.04,2025-08-01 13:35:19.205712,Workshop2
Group 6,34.19,14.69,-3.07,2025-08-01 13:35:20.205066,Workshop2
Group 6,34.21,14.62,-3.01,2025-08-01 13:35:21.204793,Workshop2
Group 6,34.26,14.56,-2.95,2025-08-01 13:35:22.209763,Workshop2
Group 6,34.28,14.61,-3.07,2025-08-01 13:35:23.206133,Workshop2
Group 6,34.31,14.65,-3.15,2025-08-01 13:35:24.205252,Workshop2
Group 6,34.33,14.6,-3.08,2025-08-01 13:35:25.204803,Workshop2
Group 6,34.31,14.51,-2.88,2025-08-01 13:35:26.204895,Workshop2
Group 6,34.33,14.55,-2.97,2025-08-01 13:35:27.206168,Workshop2
Group 6,34.3,14.59,-3.0,2025-08-01 13:35:28.205184,Workshop2
Group 6,34.3,14.61,-3.03,2025-08-01 13:35:29.205225,Workshop2
Group 6,34.32,14.61,-3.06,2025-08-01 13:35:30.20523,Workshop2
Group 6,34.25,14.55,-2.92,2025-08-01 13:35:31.205022,Workshop2
Group 6,34.25,14.47,-2.81,2025-08-01 13:35:32.20519,Workshop2
Group 6,34.24,14.42,-2.7,2025-08-01 13:35:33.205507,Workshop2
Group 6,34.26,14.47,-2.82,2025-08-01 13:35:34.205928,Workshop2
Group 6,34.26,14.42,-2.74,2025-08-01 13:35:35.205931,Workshop2
Group 6,34.27,14.41,-2.76,2025-08-01 13:35:36.205746,Workshop2
Group 6,34.25,14.36,-2.69,2025-08-01 13:35:37.205898,Workshop2
Group 6,34.25,14.43,-2.82,2025-08-01 13:35:38.20529,Workshop2
Group 6,34.22,14.4,-2.75,2025-08-01 13:35:39.204957,Workshop2
Group 6,34.22,14.35,-2.64,2025-08-01 13:35:40.205146,Workshop2
Group 6,34.23,14.3,-2.56,2025-08-01 13:35:41.204823,Workshop2
Group 6,34.22,14.28,-1.31,2025-08-01 13:35:43.204898,Workshop2
Group 6,34.24,14.38,-1.78,2025-08-01 13:35:44.205451,Workshop2
Group 6,34.26,14.33,-1.95,2025-08-01 13:35:45.205702,Workshop2
Group 6,34.25,14.31,-2.05,2025-08-01 13:35:46.205543,Workshop2
Group 6,34.25,14.38,-0.79,2025-08-01 13:35:48.205394,Workshop2
Group 6,34.24,14.39,0.1,2025-08-01 13:35:50.20718,Workshop2
Group 6,34.25,14.41,-0.64,2025-08-01 13:35:51.205842,Workshop2
Group 6,34.26,14.39,0.2,2025-08-01 13:35:53.205324,Workshop2
Group 6,34.25,14.36,-0.44,2025-08-01 13:35:54.208682,Workshop2
Group 6,34.25,14.35,-0.97,2025-08-01 13:35:55.205288,Workshop2
Group 6,34.26,14.32,-1.35,2025-08-01 13:35:56.204983,Workshop2
Group 6,34.28,14.28,-1.61,2025-08-01 13:35:57.20504,Workshop2
Group 6,34.27,14.26,-1.83,2025-08-01 13:35:58.204996,Workshop2
Group 6,34.27,14.25,-1.99,2025-08-01 13:35:59.205488,Workshop2
Group 6,34.27,14.21,-2.12,2025-08-01 13:36:00.205127,Workshop2
Group 6,34.29,14.27,-2.38,2025-08-01 13:36:01.206988,Workshop2
Group 6,34.28,14.29,-2.41,2025-08-01 13:36:02.205744,Workshop2
Group 6,34.29,14.37,-2.59,2025-08-01 13:36:03.205148,Workshop2
Group 6,34.32,14.41,-2.72,2025-08-01 13:36:04.20554,Workshop2
Group 6,34.33,14.46,-2.84,2025-08-01 13:36:05.205443,Workshop2
Group 6,34.35,14.48,-2.89,2025-08-01 13:36:06.205258,Workshop2
Group 6,34.32,14.48,-2.92,2025-08-01 13:36:07.207371,Workshop2
Group 6,34.32,14.51,-2.98,2025-08-01 13:36:08.206655,Workshop2
Group 6,34.33,14.53,-3.05,2025-08-01 13:36:09.206087,Workshop2
Group 6,34.29,14.54,-3.09,2025-08-01 13:36:10.205038,Workshop2
Group 6,34.21,14.63,-3.2,2025-08-01 13:36:11.205137,Workshop2
Group 6,34.23,14.62,-3.17,2025-08-01 13:36:12.205265,Workshop2
Group 6,34.28,14.6,-3.18,2025-08-01 13:36:13.208382,Workshop2
Group 6,34.26,14.51,-3.0,2025-08-01 13:36:14.204818,Workshop2
Group 6,34.25,14.57,-3.09,2025-08-01 13:36:15.205145,Workshop2
Group 6,34.26,14.46,-2.97,2025-08-01 13:36:16.205538,Workshop2
Group 6,34.23,14.37,-2.85,2025-08-01 13:36:17.205334,Workshop2
Group 6,34.25,14.32,-2.77,2025-08-01 13:36:18.205835,Workshop2
Group 6,34.24,14.26,-2.69,2025-08-01 13:36:19.205059,Workshop2
Group 6,34.22,14.21,-2.63,2025-08-01 13:36:20.206317,Workshop2
Group 6,34.19,14.2,-2.61,2025-08-01 13:36:21.205844,Workshop2
Group 6,34.21,14.17,-2.55,2025-08-01 13:36:22.204947,Workshop2
Group 6,34.2,14.16,-2.53,2025-08-01 13:36:23.205115,Workshop2
Group 6,34.2,14.14,-2.52,2025-08-01 13:36:24.205204,Workshop2
Group 6,34.22,14.13,-2.49,2025-08-01 13:36:25.206236,Workshop2
Group 6,34.23,14.11,-2.47,2025-08-01 13:36:26.205218,Workshop2
Group 6,34.23,14.11,-2.45,2025-08-01 13:36:27.204875,Workshop2
Group 6,34.23,14.1,-2.45,2025-08-01 13:36:28.205277,Workshop2
Group 6,34.23,14.15,-2.55,2025-08-01 13:36:29.205441,Workshop2
Group 6,34.25,14.13,-2.51,2025-08-01 13:36:30.208279,Workshop2
Group 6,34.2,14.14,-2.52,2025-08-01 13:36:31.205052,Workshop2
Group 6,34.21,14.14,-2.5,2025-08-01 13:36:32.205225,Workshop2
Group 6,34.2,14.14,-2.48,2025-08-01 13:36:33.205582,Workshop2
Group 6,34.22,14.12,-2.47,2025-08-01 13:36:34.20509,Workshop2
Group 6,34.22,14.11,-2.44,2025-08-01 13:36:35.205074,Workshop2
Group 6,34.24,14.11,-2.44,2025-08-01 13:36:36.205,Workshop2
Group 6,34.27,14.16,-2.53,2025-08-01 13:36:37.205047,Workshop2
Group 6,34.26,14.15,-2.52,2025-08-01 13:36:38.204905,Workshop2
Group 6,34.28,14.14,-2.5,2025-08-01 13:36:39.207785,Workshop2
Group 6,34.3,14.11,-1.33,2025-08-01 13:36:41.206527,Workshop2
Group 6,34.34,14.17,-1.7,2025-08-01 13:36:42.205431,Workshop2
Group 6,34.36,14.19,-2.03,2025-08-01 13:36:43.211541,Workshop2
Group 6,34.47,14.28,-2.24,2025-08-01 13:36:44.204808,Workshop2
Group 6,34.51,14.46,-2.56,2025-08-01 13:36:45.205214,Workshop2
Group 6,34.54,14.61,-2.77,2025-08-01 13:36:46.204989,Workshop2
Group 6,34.44,14.52,-2.71,2025-08-01 13:36:47.204818,Workshop2
Group 6,34.38,14.41,-2.61,2025-08-01 13:36:48.205904,Workshop2
Group 6,34.34,14.36,-2.57,2025-08-01 13:36:49.205259,Workshop2
Group 6,34.35,14.37,-2.64,2025-08-01 13:36:50.205644,Workshop2
Group 6,34.3,14.36,-2.63,2025-08-01 13:36:51.205031,Workshop2
Group 6,34.26,14.35,-2.6,2025-08-01 13:36:52.205121,Workshop2
Group 6,34.24,14.43,-2.75,2025-08-01 13:36:53.205324,Workshop2
Group 6,34.28,14.33,-2.68,2025-08-01 13:36:54.204938,Workshop2
Group 6,34.29,14.26,-2.55,2025-08-01 13:36:55.20497,Workshop2
Group 6,34.33,14.36,-2.65,2025-08-01 13:36:56.205172,Workshop2
Group 6,34.26,14.4,-2.78,2025-08-01 13:36:57.205287,Workshop2
Group 6,34.28,14.69,-3.16,2025-08-01 13:36:58.205707,Workshop2
Group 6,34.35,14.62,-3.05,2025-08-01 13:36:59.206339,Workshop2
Group 6,34.38,14.62,-3.08,2025-08-01 13:37:00.205183,Workshop2
Group 6,34.36,14.65,-1.47,2025-08-01 13:37:02.205008,Workshop2
Group 6,34.33,14.65,-0.29,2025-08-01 13:37:05.205271,Workshop2
Group 6,34.37,14.64,0.6,2025-08-01 13:37:07.204946,Workshop2
Group 6,34.38,14.63,-0.3,2025-08-01 13:37:08.205063,Workshop2
Group 6,34.6,14.34,-1.09,2025-08-01 13:37:09.205356,Workshop2
Group 6,34.51,14.31,-1.56,2025-08-01 13:37:10.205165,Workshop2
Group 6,34.49,14.27,-1.81,2025-08-01 13:37:11.204781,Workshop2
Group 6,34.45,14.22,-1.96,2025-08-01 13:37:12.206146,Workshop2
Group 6,34.43,14.16,-2.05,2025-08-01 13:37:13.205149,Workshop2
Group 6,34.41,14.12,-2.1,2025-08-01 13:37:14.205302,Workshop2
Group 6,34.41,14.1,-2.17,2025-08-01 13:37:15.204793,Workshop2
Group 6,34.38,14.06,-2.22,2025-08-01 13:37:16.204688,Workshop2
Group 6,34.39,14.04,-2.27,2025-08-01 13:37:17.205174,Workshop2
Group 6,34.35,14.04,-2.32,2025-08-01 13:37:18.205296,Workshop2
Group 6,34.25,14.05,-2.45,2025-08-01 13:37:19.205113,Workshop2
Group 6,34.26,14.16,-2.59,2025-08-01 13:37:20.205275,Workshop2
Group 6,34.42,14.26,-1.2,2025-08-01 13:37:21.205112,Workshop2
Group 6,34.42,14.31,-1.66,2025-08-01 13:37:22.205223,Workshop2
Group 6,34.53,14.38,-0.46,2025-08-01 13:37:23.205194,Workshop2
Group 6,34.62,14.43,0.43,2025-08-01 13:37:24.205315,Workshop2
Group 6,34.64,14.44,1.07,2025-08-01 13:37:25.205184,Workshop2
Group 6,34.48,14.45,-0.04,2025-08-01 13:37:26.20499,Workshop2
Group 6,34.32,14.48,-0.87,2025-08-01 13:37:27.204811,Workshop2
Group 6,34.47,14.51,0.11,2025-08-01 13:37:28.207105,Workshop2
Group 6,34.39,14.52,-0.76,2025-08-01 13:37:29.20552,Workshop2
Group 6,34.29,14.37,-1.16,2025-08-01 13:37:30.205995,Workshop2
Group 6,34.4,14.41,-0.12,2025-08-01 13:37:31.204928,Workshop2
Group 6,34.4,14.5,-1.0,2025-08-01 13:37:32.205723,Workshop2
Group 6,34.51,14.52,0.0,2025-08-01 13:37:33.20494,Workshop2
Group 6,34.6,14.53,0.75,2025-08-01 13:37:34.204841,Workshop2
Group 6,34.55,14.44,-0.1,2025-08-01 13:37:35.20515,Workshop2
Group 6,34.45,14.46,-0.89,2025-08-01 13:37:36.207312,Workshop2
Group 6,34.42,14.46,-1.47,2025-08-01 13:37:37.205269,Workshop2
Group 6,34.4,14.48,-1.93,2025-08-01 13:37:38.205505,Workshop2
Group 6,34.39,14.51,-2.26,2025-08-01 13:37:39.204804,Workshop2
Group 6,34.39,14.46,-2.39,2025-08-01 13:37:40.214414,Workshop2
Group 6,34.38,14.38,-2.55,2025-08-01 13:37:42.205348,Workshop2
Group 6,34.4,14.35,-2.6,2025-08-01 13:37:43.205432,Workshop2
Group 6,34.4,14.43,-2.82,2025-08-01 13:37:44.205129,Workshop2
Group 6,34.34,14.35,-2.77,2025-08-01 13:37:45.205148,Workshop2
Group 6,34.36,14.34,-2.78,2025-08-01 13:37:46.204912,Workshop2
Group 6,34.5,14.37,-1.32,2025-08-01 13:37:47.204938,Workshop2
Group 6,34.34,14.27,-1.62,2025-08-01 13:37:48.205076,Workshop2
Group 6,34.28,14.3,-2.01,2025-08-01 13:37:49.20488,Workshop2
Group 6,34.23,14.37,-2.34,2025-08-01 13:37:50.205039,Workshop2
Group 6,34.19,14.37,-2.54,2025-08-01 13:37:51.204942,Workshop2
Group 6,34.15,14.28,-2.54,2025-08-01 13:37:52.204958,Workshop2
Group 6,34.15,14.27,-2.65,2025-08-01 13:37:53.205,Workshop2
Group 6,34.07,14.28,-2.78,2025-08-01 13:37:54.205485,Workshop2
Group 6,34.15,14.34,-2.94,2025-08-01 13:37:55.204829,Workshop2
Group 6,34.12,14.26,-1.83,2025-08-01 13:37:57.205439,Workshop2
Group 6,34.17,14.28,-2.13,2025-08-01 13:37:58.204785,Workshop2
Group 6,34.2,14.38,-2.47,2025-08-01 13:37:59.204779,Workshop2
Group 6,34.25,14.4,-2.63,2025-08-01 13:38:00.206106,Workshop2
Group 6,34.39,14.42,-1.22,2025-08-01 13:38:01.205559,Workshop2
Group 6,34.39,14.42,-1.71,2025-08-01 13:38:02.205842,Workshop2
Group 6,34.46,14.4,-0.55,2025-08-01 13:38:03.204747,Workshop2
Group 6,34.44,14.37,-1.12,2025-08-01 13:38:04.204809,Workshop2
Group 6,34.35,14.35,-1.62,2025-08-01 13:38:05.205822,Workshop2
Group 6,34.31,14.38,-2.02,2025-08-01 13:38:06.213245,Workshop2
Group 6,34.27,14.31,-2.19,2025-08-01 13:38:07.205094,Workshop2
Group 6,34.38,14.34,-0.85,2025-08-01 13:38:08.205307,Workshop2
Group 6,34.5,14.38,0.11,2025-08-01 13:38:09.204916,Workshop2
Group 6,34.51,14.35,-0.59,2025-08-01 13:38:10.20621,Workshop2
Group 6,34.35,14.29,-1.21,2025-08-01 13:38:11.20513,Workshop2
Group 6,34.28,14.3,-1.75,2025-08-01 13:38:12.205292,Workshop2
Group 6,34.5,14.34,-0.69,2025-08-01 13:38:14.206104,Workshop2
Group 6,34.31,14.19,-0.99,2025-08-01 13:38:15.207166,Workshop2
Group 6,34.2,14.1,-1.38,2025-08-01 13:38:16.204885,Workshop2
Group 6,34.44,14.21,-1.8,2025-08-01 13:38:18.207123,Workshop2
Group 6,34.35,14.29,0.33,2025-08-01 13:38:22.205119,Workshop2
Group 6,34.69,14.03,-0.69,2025-08-01 13:38:23.205206,Workshop2
Group 6,34.69,14.17,0.25,2025-08-01 13:38:24.204764,Workshop2
Group 6,34.51,14.13,0.79,2025-08-01 13:38:27.205435,Workshop2
Group 6,34.49,14.23,1.36,2025-08-01 13:38:29.20496,Workshop2
Group 6,34.43,14.3,0.16,2025-08-01 13:38:30.205097,Workshop2
Group 6,34.42,14.36,-0.65,2025-08-01 13:38:31.205326,Workshop2
Group 6,34.52,14.4,0.24,2025-08-01 13:38:32.205107,Workshop2
Group 6,34.55,14.43,0.9,2025-08-01 13:38:33.205178,Workshop2
Group 6,34.64,14.45,1.4,2025-08-01 13:38:34.204927,Workshop2
Group 6,34.58,14.48,0.26,2025-08-01 13:38:35.205154,Workshop2
Group 6,34.52,14.86,-0.94,2025-08-01 13:38:36.205071,Workshop2
Group 6,34.6,14.82,0.06,2025-08-01 13:38:37.205687,Workshop2
Group 6,34.63,14.78,0.81,2025-08-01 13:38:38.205638,Workshop2
Group 6,34.48,14.64,-0.07,2025-08-01 13:38:39.205022,Workshop2
Group 6,34.43,14.65,-0.89,2025-08-01 13:38:40.205012,Workshop2
Group 6,34.44,14.63,-0.73,2025-08-01 13:38:42.204964,Workshop2
Group 6,34.37,14.63,-1.37,2025-08-01 13:38:43.212974,Workshop2
Group 6,34.44,14.63,-0.25,2025-08-01 13:38:44.204759,Workshop2
Group 6,34.45,14.65,-1.0,2025-08-01 13:38:45.205194,Workshop2
Group 6,34.44,14.66,-1.56,2025-08-01 13:38:46.205167,Workshop2
Group 6,34.38,14.67,-2.01,2025-08-01 13:38:47.205794,Workshop2
Group 6,34.34,14.65,-2.34,2025-08-01 13:38:48.205559,Workshop2
Group 6,34.36,14.57,-2.48,2025-08-01 13:38:49.205724,Workshop2
Group 6,34.39,14.58,-2.67,2025-08-01 13:38:50.205203,Workshop2
Group 6,34.49,14.59,-1.22,2025-08-01 13:38:51.205096,Workshop2
Group 6,34.56,14.6,-0.15,2025-08-01 13:38:52.204851,Workshop2
Group 6,34.52,14.61,-0.91,2025-08-01 13:38:53.206221,Workshop2
Group 6,34.57,14.59,0.08,2025-08-01 13:38:54.205046,Workshop2
Group 6,34.44,14.57,-0.75,2025-08-01 13:38:55.205678,Workshop2
Group 6,34.37,14.61,-1.37,2025-08-01 13:38:56.204895,Workshop2
Group 6,34.4,14.69,-1.91,2025-08-01 13:38:57.205034,Workshop2
Group 6,34.26,14.63,-2.19,2025-08-01 13:38:58.205569,Workshop2
Group 6,34.0,14.46,-2.14,2025-08-01 13:38:59.206293,Workshop2
Group 6,33.95,14.4,-2.26,2025-08-01 13:39:00.207482,Workshop2
Group 6,34.07,14.43,-2.44,2025-08-01 13:39:01.205295,Workshop2
Group 6,34.2,14.5,-2.62,2025-08-01 13:39:02.205198,Workshop2
Group 6,34.26,14.52,-2.72,2025-08-01 13:39:03.205745,Workshop2
Group 6,34.34,14.55,-2.8,2025-08-01 13:39:04.204785,Workshop2
Group 6,34.27,14.55,-2.87,2025-08-01 13:39:05.205196,Workshop2
Group 6,34.21,14.64,-3.08,2025-08-01 13:39:06.205085,Workshop2
Group 6,34.24,14.72,-3.15,2025-08-01 13:39:07.208503,Workshop2
Group 6,34.27,14.69,-1.59,2025-08-01 13:39:08.206294,Workshop2
Group 6,34.29,14.64,-1.92,2025-08-01 13:39:09.206309,Workshop2
Group 6,34.22,14.64,-2.27,2025-08-01 13:39:10.205539,Workshop2
Group 6,34.15,14.63,-2.51,2025-08-01 13:39:11.206303,Workshop2
Group 6,34.15,14.56,-2.62,2025-08-01 13:39:12.20544,Workshop2
Group 6,34.22,14.52,-2.68,2025-08-01 13:39:13.21201,Workshop2
Group 6,34.28,14.56,-2.79,2025-08-01 13:39:14.204957,Workshop2
Group 6,34.17,14.64,-2.9,2025-08-01 13:39:15.206359,Workshop2
Group 6,34.02,14.9,-1.32,2025-08-01 13:39:19.20544,Workshop2
Group 6,33.79,15.02,-0.55,2025-08-01 13:39:25.205183,Workshop2
Group 6,33.63,15.15,-0.93,2025-08-01 13:39:26.205162,Workshop2
Group 6,33.57,15.18,-1.17,2025-08-01 13:39:27.204919,Workshop2
Group 6,33.42,15.17,-1.25,2025-08-01 13:39:28.205572,Workshop2
Group 6,33.35,15.18,-1.35,2025-08-01 13:39:29.205331,Workshop2
Group 6,33.3,15.2,-1.45,2025-08-01 13:39:30.204841,Workshop2
Group 6,33.29,15.25,-0.61,2025-08-01 13:39:31.205009,Workshop2
Group 6,33.27,15.26,-0.01,2025-08-01 13:39:32.204823,Workshop2
Group 6,33.14,15.27,0.45,2025-08-01 13:39:33.205047,Workshop2
Group 6,33.14,15.32,0.86,2025-08-01 13:39:34.20654,Workshop2
Group 6,33.15,15.34,1.12,2025-08-01 13:39:35.205564,Workshop2
Group 6,33.23,15.32,1.22,2025-08-01 13:39:36.205031,Workshop2
Group 6,33.31,15.38,1.43,2025-08-01 13:39:37.20529,Workshop2
Group 6,33.36,15.44,1.54,2025-08-01 13:39:38.205912,Workshop2
Group 6,33.34,15.51,0.67,2025-08-01 13:39:39.204909,Workshop2
Group 6,33.32,15.54,0.05,2025-08-01 13:39:40.204831,Workshop2
Group 6,33.34,15.56,0.51,2025-08-01 13:39:41.205228,Workshop2
Group 6,33.41,15.57,0.88,2025-08-01 13:39:42.205184,Workshop2
Group 6,33.47,15.52,0.21,2025-08-01 13:39:43.208566,Workshop2
Group 6,33.42,15.53,-0.34,2025-08-01 13:39:44.208225,Workshop2
Group 6,33.47,15.59,-0.79,2025-08-01 13:39:45.205204,Workshop2
Group 6,33.46,15.59,-1.03,2025-08-01 13:39:46.205221,Workshop2
Group 6,33.45,15.6,-1.31,2025-08-01 13:39:47.204851,Workshop2
Group 6,33.32,16.46,-1.98,2025-08-01 13:39:48.204947,Workshop2
Group 6,33.33,16.23,-0.92,2025-08-01 13:39:49.205078,Workshop2
Group 6,33.37,16.08,-0.14,2025-08-01 13:39:50.20957,Workshop2
Group 6,33.41,16.24,-0.91,2025-08-01 13:39:51.204948,Workshop2
Group 6,33.47,16.06,-1.23,2025-08-01 13:39:52.204982,Workshop2
Group 6,33.47,15.93,-1.56,2025-08-01 13:39:53.205234,Workshop2
Group 6,33.41,15.87,-1.6,2025-08-01 13:39:54.204974,Workshop2
Group 6,33.38,15.78,-1.79,2025-08-01 13:39:55.206484,Workshop2
Group 6,33.35,15.73,-1.95,2025-08-01 13:39:56.205839,Workshop2
Group 6,33.33,15.7,-2.05,2025-08-01 13:39:57.205045,Workshop2
Group 6,33.38,15.64,-0.85,2025-08-01 13:39:58.204957,Workshop2
Group 6,33.34,15.62,-1.28,2025-08-01 13:39:59.206111,Workshop2
Group 6,33.42,15.62,-1.47,2025-08-01 13:40:00.204702,Workshop2
Group 6,33.27,15.86,-1.78,2025-08-01 13:40:01.204837,Workshop2
Group 6,33.18,15.84,-0.81,2025-08-01 13:40:03.2074,Workshop2
Group 6,33.31,15.81,-0.13,2025-08-01 13:40:04.205979,Workshop2
